0	9.40024	1.51	14.1944
1	9.1091	1.5	13.6636
2	9.40024	1.49	14.0064
3	9.59624	1.48	14.2024
4	9.72819	1.47	14.3004
5	9.81701	1.46	14.3328
6	9.87681	1.47	14.5189
7	9.81701	1.48	14.5292
8	9.72819	1.47	14.3004
9	9.81701	1.46	14.3328
10	9.87681	1.47	14.5189
11	9.81701	1.48	14.5292
12	9.72819	1.47	14.3004
13	9.81701	1.46	14.3328
14	9.87681	1.47	14.5189
15	9.81701	1.48	14.5292
16	9.72819	1.47	14.3004
17	9.81701	1.46	14.3328
18	9.87681	1.47	14.5189
19	9.81701	1.48	14.5292
20	9.72819	1.47	14.3004
21	9.81701	1.46	14.3328
22	9.87681	1.47	14.5189
23	9.81701	1.48	14.5292
24	9.72819	1.47	14.3004
25	9.81701	1.46	14.3328
26	9.87681	1.47	14.5189
27	9.81701	1.48	14.5292
28	9.72819	1.47	14.3004
29	9.81701	1.46	14.3328
30	9.87681	1.47	14.5189
31	9.81701	1.48	14.5292
32	9.72819	1.47	14.3004
33	9.81701	1.46	14.3328
34	9.87681	1.47	14.5189
35	9.81701	1.48	14.5292
36	9.72819	1.47	14.3004
37	9.81701	1.46	14.3328
38	9.87681	1.47	14.5189
39	9.81701	1.48	14.5292
40	9.72819	1.47	14.3004
41	9.81701	1.46	14.3328
42	9.87681	1.47	14.5189
43	9.81701	1.48	14.5292
44	9.72819	1.47	14.3004
45	9.81701	1.46	14.3328
46	9.87681	1.47	14.5189
47	9.81701	1.48	14.5292
48	9.72819	1.47	14.3004
49	9.81701	1.46	14.3328
50	9.87681	1.47	14.5189
51	9.81701	1.48	14.5292
52	9.72819	1.47	14.3004
53	9.81701	1.46	14.3328
54	9.87681	1.47	14.5189
55	9.81701	1.48	14.5292
56	9.72819	1.47	14.3004
57	9.81701	1.46	14.3328
58	9.87681	1.47	14.5189
59	9.81701	1.48	14.5292
60	9.72819	1.47	14.3004
61	9.81701	1.46	14.3328
62	9.87681	1.47	14.5189
63	9.81701	1.48	14.5292
64	9.72819	1.47	14.3004
65	9.81701	1.46	14.3328
66	9.87681	1.47	14.5189
67	9.81701	1.48	14.5292
68	9.72819	1.47	14.3004
69	9.81701	1.46	14.3328
70	9.87681	1.47	14.5189
71	9.81701	1.48	14.5292
72	9.72819	1.47	14.3004
73	9.81701	1.46	14.3328
74	9.87681	1.47	14.5189
75	9.81701	1.48	14.5292
76	9.72819	1.47	14.3004
77	9.81701	1.46	14.3328
78	9.87681	1.47	14.5189
79	9.81701	1.48	14.5292
80	9.72819	1.47	14.3004
81	9.81701	1.46	14.3328
82	9.87681	1.47	14.5189
83	9.81701	1.48	14.5292
84	9.72819	1.47	14.3004
85	9.81701	1.46	14.3328
86	9.87681	1.47	14.5189
87	9.81701	1.48	14.5292
88	9.72819	1.47	14.3004
89	9.81701	1.46	14.3328
90	9.87681	1.47	14.5189
91	9.81701	1.48	14.5292
92	9.72819	1.47	14.3004
93	9.81701	1.46	14.3328
94	9.87681	1.47	14.5189
95	9.81701	1.48	14.5292
96	9.72819	1.47	14.3004
97	9.81701	1.46	14.3328
98	9.87681	1.47	14.5189
99	9.81701	1.48	14.5292
100	9.72819	1.47	14.3004
101	9.81701	1.46	14.3328
102	9.87681	1.47	14.5189
103	9.81701	1.48	14.5292
104	9.72819	1.47	14.3004
105	9.81701	1.46	14.3328
106	9.87681	1.47	14.5189
107	9.81701	1.48	14.5292
108	9.72819	1.47	14.3004
109	9.81701	1.46	14.3328
110	9.87681	1.47	14.5189
111	9.81701	1.48	14.5292
112	9.72819	1.47	14.3004
113	9.81701	1.46	14.3328
114	9.87681	1.47	14.5189
115	9.81701	1.48	14.5292
116	9.72819	1.47	14.3004
117	9.81701	1.46	14.3328
118	9.87681	1.47	14.5189
119	9.81701	1.48	14.5292
120	9.72819	1.47	14.3004
121	9.81701	1.46	14.3328
122	9.87681	1.47	14.5189
123	9.81701	1.48	14.5292
124	9.72819	1.47	14.3004
125	9.81701	1.46	14.3328
126	9.87681	1.47	14.5189
127	9.81701	1.48	14.5292
128	9.72819	1.47	14.3004
129	9.81701	1.46	14.3328
130	9.87681	1.47	14.5189
131	9.81701	1.48	14.5292
132	9.72819	1.47	14.3004
133	9.81701	1.46	14.3328
134	9.87681	1.47	14.5189
135	9.81701	1.48	14.5292
136	9.72819	1.47	14.3004
137	9.81701	1.46	14.3328
138	9.87681	1.47	14.5189
139	9.81701	1.48	14.5292
140	9.72819	1.47	14.3004
141	9.81701	1.46	14.3328
142	9.87681	1.47	14.5189
143	9.81701	1.48	14.5292
144	9.72819	1.47	14.3004
145	9.81701	1.46	14.3328
146	9.87681	1.47	14.5189
147	9.81701	1.48	14.5292
148	9.72819	1.47	14.3004
149	9.81701	1.46	14.3328
150	9.87681	1.47	14.5189
151	9.81701	1.48	14.5292
152	9.72819	1.47	14.3004
153	9.81701	1.46	14.3328
154	9.87681	1.47	14.5189
155	9.81701	1.48	14.5292
156	9.72819	1.47	14.3004
157	9.81701	1.46	14.3328
158	9.87681	1.47	14.5189
159	9.81701	1.48	14.5292
160	9.72819	1.47	14.3004
161	9.81701	1.46	14.3328
162	9.87681	1.47	14.5189
163	9.81701	1.48	14.5292
164	9.72819	1.47	14.3004
165	9.81701	1.46	14.3328
166	9.87681	1.47	14.5189
167	9.81701	1.48	14.5292
168	9.72819	1.47	14.3004
169	9.81701	1.46	14.3328
170	9.87681	1.47	14.5189
171	9.81701	1.48	14.5292
172	9.72819	1.47	14.3004
173	9.81701	1.46	14.3328
174	9.87681	1.47	14.5189
175	9.81701	1.48	14.5292
176	9.72819	1.47	14.3004
177	9.81701	1.46	14.3328
178	9.87681	1.47	14.5189
179	9.81701	1.48	14.5292
180	9.72819	1.47	14.3004
181	9.81701	1.46	14.3328
182	9.87681	1.47	14.5189
183	9.81701	1.48	14.5292
184	9.72819	1.47	14.3004
185	9.81701	1.46	14.3328
186	9.87681	1.47	14.5189
187	9.81701	1.48	14.5292
188	9.72819	1.47	14.3004
189	9.81701	1.46	14.3328
190	9.87681	1.47	14.5189
191	9.81701	1.48	14.5292
192	9.72819	1.47	14.3004
193	9.81701	1.46	14.3328
194	9.87681	1.47	14.5189
195	9.81701	1.48	14.5292
196	9.72819	1.47	14.3004
197	9.81701	1.46	14.3328
198	9.87681	1.47	14.5189
199	9.81701	1.48	14.5292
200	9.72819	1.47	14.3004
201	9.81701	1.46	14.3328
202	9.87681	1.47	14.5189
203	9.81701	1.48	14.5292
204	9.72819	1.47	14.3004
205	9.81701	1.46	14.3328
206	9.87681	1.47	14.5189
207	9.81701	1.48	14.5292
208	9.72819	1.47	14.3004
209	9.81701	1.46	14.3328
210	9.87681	1.47	14.5189
211	9.81701	1.48	14.5292
212	9.72819	1.47	14.3004
213	9.81701	1.46	14.3328
214	9.87681	1.47	14.5189
215	9.81701	1.48	14.5292
216	9.72819	1.47	14.3004
217	9.81701	1.46	14.3328
218	9.87681	1.47	14.5189
219	9.81701	1.48	14.5292
220	9.72819	1.47	14.3004
221	9.81701	1.46	14.3328
222	9.87681	1.47	14.5189
223	9.81701	1.48	14.5292
224	9.72819	1.47	14.3004
225	9.81701	1.46	14.3328
226	9.87681	1.47	14.5189
227	9.81701	1.48	14.5292
228	9.72819	1.47	14.3004
229	9.81701	1.46	14.3328
230	9.87681	1.47	14.5189
231	9.81701	1.48	14.5292
232	9.72819	1.47	14.3004
233	9.81701	1.46	14.3328
234	9.87681	1.47	14.5189
235	9.81701	1.48	14.5292
236	9.72819	1.47	14.3004
237	9.81701	1.46	14.3328
238	9.87681	1.47	14.5189
239	9.81701	1.48	14.5292
240	9.72819	1.47	14.3004
241	9.81701	1.46	14.3328
242	9.87681	1.47	14.5189
243	9.81701	1.48	14.5292
244	9.72819	1.47	14.3004
245	9.81701	1.46	14.3328
246	9.87681	1.47	14.5189
247	9.81701	1.48	14.5292
248	9.72819	1.47	14.3004
249	9.81701	1.46	14.3328
250	9.87681	1.47	14.5189
251	9.81701	1.48	14.5292
252	9.72819	1.47	14.3004
253	9.81701	1.46	14.3328
254	9.87681	1.47	14.5189
255	9.81701	1.48	14.5292
256	9.72819	1.47	14.3004
257	9.81701	1.46	14.3328
258	9.87681	1.47	14.5189
259	9.81701	1.48	14.5292
260	9.72819	1.47	14.3004
261	9.81701	1.46	14.3328
262	9.87681	1.47	14.5189
263	9.81701	1.48	14.5292
264	9.72819	1.47	14.3004
265	9.81701	1.46	14.3328
266	9.87681	1.47	14.5189
267	9.81701	1.48	14.5292
268	9.72819	1.47	14.3004
269	9.81701	1.46	14.3328
270	9.87681	1.47	14.5189
271	9.81701	1.48	14.5292
272	9.72819	1.47	14.3004
273	9.81701	1.46	14.3328
274	9.87681	1.47	14.5189
275	9.81701	1.48	14.5292
276	9.72819	1.47	14.3004
277	9.81701	1.46	14.3328
278	9.87681	1.47	14.5189
279	9.81701	1.48	14.5292
280	9.72819	1.47	14.3004
281	9.81701	1.46	14.3328
282	9.87681	1.47	14.5189
283	9.81701	1.48	14.5292
284	9.72819	1.47	14.3004
285	9.81701	1.46	14.3328
286	9.87681	1.47	14.5189
287	9.81701	1.48	14.5292
288	9.72819	1.47	14.3004
289	9.81701	1.46	14.3328
290	9.87681	1.47	14.5189
291	9.81701	1.48	14.5292
292	9.72819	1.47	14.3004
293	9.81701	1.46	14.3328
294	9.87681	1.47	14.5189
295	9.81701	1.48	14.5292
296	9.72819	1.47	14.3004
297	9.81701	1.46	14.3328
298	9.87681	1.47	14.5189
299	9.81701	1.48	14.5292
300	9.72819	1.47	14.3004
301	9.81701	1.46	14.3328
302	9.87681	1.47	14.5189
303	9.81701	1.48	14.5292
304	9.72819	1.47	14.3004
305	9.81701	1.46	14.3328
306	9.87681	1.47	14.5189
307	9.81701	1.48	14.5292
308	9.72819	1.47	14.3004
309	9.81701	1.46	14.3328
310	9.87681	1.47	14.5189
311	9.81701	1.48	14.5292
312	9.72819	1.47	14.3004
313	9.81701	1.46	14.3328
314	9.87681	1.47	14.5189
315	9.81701	1.48	14.5292
316	9.72819	1.47	14.3004
317	9.81701	1.46	14.3328
318	9.87681	1.47	14.5189
319	9.81701	1.48	14.5292
320	9.72819	1.47	14.3004
321	9.81701	1.46	14.3328
322	9.87681	1.47	14.5189
323	9.81701	1.48	14.5292
324	9.72819	1.47	14.3004
325	9.81701	1.46	14.3328
326	9.87681	1.47	14.5189
327	9.81701	1.48	14.5292
328	9.72819	1.47	14.3004
329	9.81701	1.46	14.3328
330	9.87681	1.47	14.5189
331	9.81701	1.48	14.5292
332	9.72819	1.47	14.3004
333	9.81701	1.46	14.3328
334	9.87681	1.47	14.5189
335	9.81701	1.48	14.5292
336	9.72819	1.47	14.3004
337	9.81701	1.46	14.3328
338	9.87681	1.47	14.5189
339	9.81701	1.48	14.5292
340	9.72819	1.47	14.3004
341	9.81701	1.46	14.3328
342	9.87681	1.47	14.5189
343	9.81701	1.48	14.5292
344	9.72819	1.47	14.3004
345	9.81701	1.46	14.3328
346	9.87681	1.47	14.5189
347	9.81701	1.48	14.5292
348	9.72819	1.47	14.3004
349	9.81701	1.46	14.3328
350	9.87681	1.47	14.5189
351	9.81701	1.48	14.5292
352	9.72819	1.47	14.3004
353	9.81701	1.46	14.3328
354	9.87681	1.47	14.5189
355	9.81701	1.48	14.5292
356	9.72819	1.47	14.3004
357	9.81701	1.46	14.3328
358	9.87681	1.47	14.5189
359	9.81701	1.48	14.5292
360	9.72819	1.47	14.3004
361	9.81701	1.46	14.3328
362	9.87681	1.47	14.5189
363	9.81701	1.48	14.5292
364	9.72819	1.47	14.3004
365	9.81701	1.46	14.3328
366	9.87681	1.47	14.5189
367	9.81701	1.48	14.5292
368	9.72819	1.47	14.3004
369	9.81701	1.46	14.3328
370	9.87681	1.47	14.5189
371	9.81701	1.48	14.5292
372	9.72819	1.47	14.3004
373	9.81701	1.46	14.3328
374	9.87681	1.47	14.5189
375	9.81701	1.48	14.5292
376	9.72819	1.47	14.3004
377	9.81701	1.46	14.3328
378	9.87681	1.47	14.5189
379	9.81701	1.48	14.5292
380	9.72819	1.47	14.3004
381	9.81701	1.46	14.3328
382	9.87681	1.47	14.5189
383	9.81701	1.48	14.5292
384	9.72819	1.47	14.3004
385	9.81701	1.46	14.3328
386	9.87681	1.47	14.5189
387	9.81701	1.48	14.5292
388	9.72819	1.47	14.3004
389	9.81701	1.46	14.3328
390	9.87681	1.47	14.5189
391	9.81701	1.48	14.5292
392	9.72819	1.47	14.3004
393	9.81701	1.46	14.3328
394	9.87681	1.47	14.5189
395	9.81701	1.48	14.5292
396	9.72819	1.47	14.3004
397	9.81701	1.46	14.3328
398	9.87681	1.47	14.5189
399	9.81701	1.48	14.5292
400	9.72819	1.47	14.3004
401	9.81701	1.46	14.3328
402	9.87681	1.47	14.5189
403	9.81701	1.48	14.5292
404	9.72819	1.47	14.3004
405	9.81701	1.46	14.3328
406	9.87681	1.47	14.5189
407	9.81701	1.48	14.5292
408	9.72819	1.47	14.3004
409	9.81701	1.46	14.3328
410	9.87681	1.47	14.5189
411	9.81701	1.48	14.5292
412	9.72819	1.47	14.3004
413	9.81701	1.46	14.3328
414	9.87681	1.47	14.5189
415	9.81701	1.48	14.5292
416	9.72819	1.47	14.3004
417	9.81701	1.46	14.3328
418	9.87681	1.47	14.5189
419	9.81701	1.48	14.5292
420	9.72819	1.47	14.3004
421	9.81701	1.46	14.3328
422	9.87681	1.47	14.5189
423	9.81701	1.48	14.5292
424	9.72819	1.47	14.3004
425	9.81701	1.46	14.3328
426	9.87681	1.47	14.5189
427	9.81701	1.48	14.5292
428	9.72819	1.47	14.3004
429	9.81701	1.46	14.3328
430	9.87681	1.47	14.5189
431	9.81701	1.48	14.5292
432	9.72819	1.47	14.3004
433	9.81701	1.46	14.3328
434	9.87681	1.47	14.5189
435	9.81701	1.48	14.5292
436	9.72819	1.47	14.3004
437	9.81701	1.46	14.3328
438	9.87681	1.47	14.5189
439	9.81701	1.48	14.5292
440	9.72819	1.47	14.3004
441	9.81701	1.46	14.3328
442	9.87681	1.47	14.5189
443	9.81701	1.48	14.5292
444	9.72819	1.47	14.3004
445	9.81701	1.46	14.3328
446	9.87681	1.47	14.5189
447	9.81701	1.48	14.5292
448	9.72819	1.47	14.3004
449	9.81701	1.46	14.3328
450	9.87681	1.47	14.5189
451	9.81701	1.48	14.5292
452	9.72819	1.47	14.3004
453	9.81701	1.46	14.3328
454	9.87681	1.47	14.5189
455	9.81701	1.48	14.5292
456	9.72819	1.47	14.3004
457	9.81701	1.46	14.3328
458	9.87681	1.47	14.5189
459	9.81701	1.48	14.5292
460	9.72819	1.47	14.3004
461	9.81701	1.46	14.3328
462	9.87681	1.47	14.5189
463	9.81701	1.48	14.5292
464	9.72819	1.47	14.3004
465	9.81701	1.46	14.3328
466	9.87681	1.47	14.5189
467	9.81701	1.48	14.5292
468	9.72819	1.47	14.3004
469	9.81701	1.46	14.3328
470	9.87681	1.47	14.5189
471	9.81701	1.48	14.5292
472	9.72819	1.47	14.3004
473	9.81701	1.46	14.3328
474	9.87681	1.47	14.5189
475	9.81701	1.48	14.5292
476	9.72819	1.47	14.3004
477	9.81701	1.46	14.3328
478	9.87681	1.47	14.5189
479	9.81701	1.48	14.5292
480	9.72819	1.47	14.3004
481	9.81701	1.46	14.3328
482	9.87681	1.47	14.5189
483	9.81701	1.48	14.5292
484	9.72819	1.47	14.3004
485	9.81701	1.46	14.3328
486	9.87681	1.47	14.5189
487	9.81701	1.48	14.5292
488	9.72819	1.47	14.3004
489	9.81701	1.46	14.3328
490	9.87681	1.47	14.5189
491	9.81701	1.48	14.5292
492	9.72819	1.47	14.3004
493	9.81701	1.46	14.3328
494	9.87681	1.47	14.5189
495	9.81701	1.48	14.5292
496	9.72819	1.47	14.3004
497	9.81701	1.46	14.3328
498	9.87681	1.47	14.5189
499	9.81701	1.48	14.5292
500	9.72819	1.47	14.3004
501	9.81701	1.46	14.3328
502	9.87681	1.47	14.5189
503	9.81701	1.48	14.5292
504	9.72819	1.47	14.3004
505	9.81701	1.46	14.3328
506	9.87681	1.47	14.5189
507	9.81701	1.48	14.5292
508	9.72819	1.47	14.3004
509	9.81701	1.46	14.3328
510	9.87681	1.47	14.5189
511	9.81701	1.48	14.5292
512	9.72819	1.47	14.3004
513	9.81701	1.46	14.3328
514	9.87681	1.47	14.5189
515	9.81701	1.48	14.5292
516	9.72819	1.47	14.3004
517	9.81701	1.46	14.3328
518	9.87681	1.47	14.5189
519	9.81701	1.48	14.5292
520	9.72819	1.47	14.3004
521	9.81701	1.46	14.3328
522	9.87681	1.47	14.5189
523	9.81701	1.48	14.5292
524	9.72819	1.47	14.3004
525	9.81701	1.46	14.3328
526	9.87681	1.47	14.5189
527	9.81701	1.48	14.5292
528	9.72819	1.47	14.3004
529	9.81701	1.46	14.3328
530	9.87681	1.47	14.5189
531	9.81701	1.48	14.5292
532	9.72819	1.47	14.3004
533	9.81701	1.46	14.3328
534	9.87681	1.47	14.5189
535	9.81701	1.48	14.5292
536	9.72819	1.47	14.3004
537	9.81701	1.46	14.3328
538	9.87681	1.47	14.5189
539	9.81701	1.48	14.5292
540	9.72819	1.47	14.3004
541	9.81701	1.46	14.3328
542	9.87681	1.47	14.5189
543	9.81701	1.48	14.5292
544	9.72819	1.47	14.3004
545	9.81701	1.46	14.3328
546	9.87681	1.47	14.5189
547	9.81701	1.48	14.5292
548	9.72819	1.47	14.3004
549	9.81701	1.46	14.3328
550	9.87681	1.47	14.5189
551	9.81701	1.48	14.5292
552	9.72819	1.47	14.3004
553	9.81701	1.46	14.3328
554	9.87681	1.47	14.5189
555	9.81701	1.48	14.5292
556	9.72819	1.47	14.3004
557	9.81701	1.46	14.3328
558	9.87681	1.47	14.5189
559	9.81701	1.48	14.5292
560	9.72819	1.47	14.3004
561	9.81701	1.46	14.3328
562	9.87681	1.47	14.5189
563	9.81701	1.48	14.5292
