0	10	0.01	0.1
1	10	0.02	0.2
2	10	0.03	0.3
3	10	0.04	0.4
4	10	0.05	0.5
5	10	0.06	0.6
6	10	0.07	0.7
7	10	0.08	0.8
8	10	0.09	0.9
9	10	0.1	1
10	10	0.11	1.1
11	10	0.12	1.2
12	10	0.13	1.3
13	10	0.14	1.4
14	10	0.15	1.5
15	10	0.16	1.6
16	10	0.17	1.7
17	10	0.18	1.8
18	10	0.19	1.9
19	10	0.2	2
20	10	0.21	2.1
21	10	0.22	2.2
22	10	0.23	2.3
23	10	0.24	2.4
24	10	0.25	2.5
25	10	0.26	2.6
26	10	0.27	2.7
27	10	0.28	2.8
28	10	0.29	2.9
29	10	0.3	3
30	10	0.31	3.1
31	10	0.32	3.2
32	10	0.33	3.3
33	10	0.34	3.4
34	10	0.35	3.5
35	10	0.36	3.6
36	10	0.37	3.7
37	10	0.38	3.8
38	10	0.39	3.9
39	10	0.4	4
40	10	0.41	4.1
41	10	0.42	4.2
42	10	0.43	4.3
43	10	0.44	4.4
44	10	0.45	4.5
45	10	0.46	4.6
46	10	0.47	4.7
47	10	0.48	4.8
48	10	0.49	4.9
49	10	0.5	5
50	10	0.51	5.1
51	10	0.52	5.2
52	10	0.53	5.3
53	10	0.54	5.4
54	10	0.55	5.5
55	10	0.56	5.6
56	10	0.57	5.7
57	10	0.58	5.8
58	10	0.59	5.9
59	10	0.6	6
60	10	0.61	6.1
61	10	0.62	6.2
62	10	0.63	6.3
63	10	0.64	6.4
64	10	0.65	6.5
65	10	0.66	6.6
66	10	0.67	6.7
67	10	0.68	6.8
68	10	0.69	6.9
69	10	0.7	7
70	10	0.71	7.1
71	10	0.72	7.2
72	10	0.73	7.3
73	10	0.74	7.4
74	10	0.75	7.5
75	10	0.76	7.6
76	10	0.77	7.7
77	10	0.78	7.8
78	10	0.79	7.9
79	10	0.8	8
80	10	0.81	8.1
81	10	0.82	8.2
82	10	0.83	8.3
83	10	0.84	8.4
84	10	0.85	8.5
85	10	0.86	8.6
86	10	0.87	8.7
87	10	0.88	8.8
88	10	0.89	8.9
89	10	0.9	9
90	10	0.91	9.1
91	10	0.92	9.2
92	10	0.93	9.3
93	10	0.94	9.4
94	10	0.95	9.5
95	10	0.96	9.6
96	10	0.97	9.7
97	10	0.98	9.8
98	10	0.99	9.9
99	10	1	10
100	10	1.01	10.1
101	10	1.02	10.2
102	10	1.03	10.3
103	10	1.04	10.4
104	10	1.05	10.5
105	10	1.06	10.6
106	10	1.07	10.7
107	10	1.08	10.8
108	10	1.09	10.9
109	10	1.1	11
110	10	1.11	11.1
111	10	1.12	11.2
112	10	1.13	11.3
113	10	1.14	11.4
114	10	1.15	11.5
115	10	1.16	11.6
116	10	1.17	11.7
117	10	1.18	11.8
118	10	1.19	11.9
119	10	1.2	12
120	10	1.21	12.1
121	9.99999	1.22	12.2
122	9.99999	1.23	12.3
123	9.99999	1.24	12.4
124	9.99998	1.25	12.5
125	9.99997	1.26	12.6
126	9.99995	1.27	12.6999
127	9.99993	1.28	12.7999
128	9.9999	1.29	12.8999
129	9.99985	1.3	12.9998
130	9.99978	1.31	13.0997
131	9.99967	1.32	13.1996
132	9.99952	1.33	13.2994
133	9.99928	1.34	13.399
134	9.99893	1.35	13.4986
135	9.99841	1.36	13.5978
136	9.99764	1.37	13.6968
137	9.9965	1.38	13.7952
138	9.9948	1.39	13.8928
139	9.99228	1.4	13.9892
140	9.98853	1.41	14.0838
141	9.98297	1.42	14.1758
142	9.9747	1.43	14.2638
143	9.96242	1.44	14.3459
144	9.94417	1.45	14.419
145	9.91707	1.46	14.4789
146	9.87681	1.47	14.5189
147	9.81701	1.48	14.5292
148	9.72819	1.47	14.3004
149	9.81701	1.46	14.3328
150	9.87681	1.47	14.5189
151	9.81701	1.48	14.5292
152	9.72819	1.47	14.3004
153	9.81701	1.46	14.3328
154	9.87681	1.47	14.5189
155	9.81701	1.48	14.5292
156	9.72819	1.47	14.3004
157	9.81701	1.46	14.3328
158	9.87681	1.47	14.5189
159	9.81701	1.48	14.5292
160	9.72819	1.47	14.3004
161	9.81701	1.46	14.3328
162	9.87681	1.47	14.5189
163	9.81701	1.48	14.5292
164	9.72819	1.47	14.3004
165	9.81701	1.46	14.3328
166	9.87681	1.47	14.5189
167	9.81701	1.48	14.5292
168	9.72819	1.47	14.3004
169	9.81701	1.46	14.3328
170	9.87681	1.47	14.5189
171	9.81701	1.48	14.5292
172	9.72819	1.47	14.3004
173	9.81701	1.46	14.3328
174	9.87681	1.47	14.5189
175	9.81701	1.48	14.5292
176	9.72819	1.47	14.3004
177	9.81701	1.46	14.3328
178	9.87681	1.47	14.5189
179	9.81701	1.48	14.5292
180	9.72819	1.47	14.3004
181	9.81701	1.46	14.3328
182	9.87681	1.47	14.5189
183	9.81701	1.48	14.5292
184	9.72819	1.47	14.3004
185	9.81701	1.46	14.3328
186	9.87681	1.47	14.5189
187	9.81701	1.48	14.5292
188	9.72819	1.47	14.3004
189	9.81701	1.46	14.3328
190	9.87681	1.47	14.5189
191	9.81701	1.48	14.5292
192	9.72819	1.47	14.3004
193	9.81701	1.46	14.3328
194	9.87681	1.47	14.5189
195	9.81701	1.48	14.5292
196	9.72819	1.47	14.3004
197	9.81701	1.46	14.3328
198	9.87681	1.47	14.5189
199	9.81701	1.48	14.5292
200	9.72819	1.47	14.3004
201	9.81701	1.46	14.3328
202	9.87681	1.47	14.5189
203	9.81701	1.48	14.5292
204	9.72819	1.47	14.3004
205	9.81701	1.46	14.3328
206	9.87681	1.47	14.5189
207	9.81701	1.48	14.5292
208	9.72819	1.47	14.3004
209	9.81701	1.46	14.3328
210	9.87681	1.47	14.5189
211	9.81701	1.48	14.5292
212	9.72819	1.47	14.3004
213	9.81701	1.46	14.3328
214	9.87681	1.47	14.5189
215	9.81701	1.48	14.5292
216	9.72819	1.47	14.3004
217	9.81701	1.46	14.3328
218	9.87681	1.47	14.5189
219	9.81701	1.48	14.5292
220	9.72819	1.47	14.3004
221	9.81701	1.46	14.3328
222	9.87681	1.47	14.5189
223	9.81701	1.48	14.5292
224	9.72819	1.47	14.3004
225	9.81701	1.46	14.3328
226	9.87681	1.47	14.5189
227	9.81701	1.48	14.5292
228	9.72819	1.47	14.3004
229	9.81701	1.46	14.3328
